epoch,variant,train_loss,train_acc,val_loss,val_acc,lr
46,plain18,0.7611793940862019,0.8871111111111111,0.4735838701248169,0.8666,0.05782172325201159
47,plain18,0.7557828284369574,0.8880666666666667,0.5393034854888916,0.8404,0.056266661678215264
48,plain18,0.7558264176686604,0.8908888888888888,0.4590394651412964,0.871,0.05470541566592575
49,plain18,0.7547596279144287,0.8892444444444444,0.5779474998474121,0.8344,0.053139525976465714
50,plain18,0.7485499395794338,0.8919555555555555,0.4236429190158844,0.8786,0.05157053795390645
51,plain18,0.7404710070821974,0.8957555555555555,0.4935565824508667,0.8586,0.05000000000000004
52,plain18,0.7387363531536526,0.8965333333333333,0.3925696833133698,0.8912,0.04842946204609362
53,plain18,0.7352972467422485,0.8986,0.5061065306663514,0.8532,0.04686047402353437
54,plain18,0.7256441005706787,0.9026666666666666,0.409845961856842,0.8812,0.045294584334074316
55,plain18,0.7207385001924302,0.9041555555555556,0.385354628944397,0.8924,0.043733338321784825
56,plain18,0.7168585478464763,0.9066,0.4776726535320282,0.8616,0.042178276747988484
57,plain18,0.7162849226633707,0.9072888888888889,0.4169082046508789,0.8858,0.0406309342707138
58,plain18,0.7031732392523024,0.9126222222222222,0.5101110069274902,0.8544,0.039092837930172916
59,plain18,0.7005680201000637,0.9122666666666667,0.3773389907121658,0.898,0.037565505641757285
60,plain18,0.6920467357635498,0.916,0.39630078659057616,0.8872,0.03605044469803857
61,plain18,0.690041215356191,0.9172444444444444,0.3715553008556366,0.8986,0.034549150281252675
62,plain18,0.6809781940142313,0.9216444444444445,0.4029038954734802,0.8854,0.03306310398773546
63,plain18,0.6771495336108737,0.9244222222222223,0.39345797262191773,0.8914,0.031593772365766146
64,plain18,0.6755385151969062,0.9258666666666666,0.38464592092037203,0.8986,0.030142605468260992
65,plain18,0.6690317716598511,0.9264444444444444,0.355253059720993,0.9036,0.028711035421746394
66,plain18,0.662481595187717,0.9296444444444445,0.36438055725097657,0.905,0.027300475013022688
67,plain18,0.651551128048367,0.9343555555555556,0.34810005378723147,0.9096,0.025912316294914254
68,plain18,0.6505613026301066,0.9348444444444445,0.3657105295658112,0.9064,0.02454792921248146
69,plain18,0.6446613365279303,0.938,0.34360244359970094,0.91,0.02320866025105018
70,plain18,0.6347124473571777,0.9417111111111112,0.3468765516281128,0.9082,0.021895831107393487
71,plain18,0.6300987682342529,0.9437555555555556,0.31426792941093445,0.9206,0.02061073738537637
72,plain18,0.6203221649805705,0.9489111111111111,0.3057308017253876,0.9246,0.01935464731735119
73,plain18,0.6222930771191915,0.9468444444444445,0.345532555103302,0.9112,0.018128800512565532
74,plain18,0.6150135423448351,0.9507333333333333,0.32305360810756684,0.917,0.016934406733817433
75,plain18,0.608509388033549,0.9530888888888889,0.30237006118297577,0.9278,0.01577264470356558
76,plain18,0.600467493777805,0.9576888888888889,0.32679575061798094,0.9186,0.014644660940672643
77,plain18,0.5949054938634236,0.9588888888888889,0.2828355875968933,0.9322,0.013551568628929448
78,plain18,0.5870776880900065,0.9628,0.314739288520813,0.925,0.012494446518477033
79,plain18,0.5822547049840291,0.9655777777777778,0.287044341468811,0.9294,0.011474337861210555
80,plain18,0.5783144902123345,0.9669111111111112,0.29217692584991456,0.9316,0.01049224938121549
81,plain18,0.5687027949968974,0.9713555555555555,0.27962759976387025,0.934,0.009549150281252642
82,plain18,0.5684642852465311,0.9713777777777778,0.2684391286849976,0.9418,0.008645971286271922
83,plain18,0.5647234846962823,0.9735555555555555,0.27919011616706846,0.9372,0.007783603724899264
84,plain18,0.5536147250069512,0.9780888888888889,0.26584303193092346,0.9406,0.006962898649802819
85,plain18,0.5527293066872491,0.9790222222222222,0.2703583791732788,0.9406,0.0061846659978068265
86,plain18,0.5475843349986607,0.9810222222222222,0.2574494342803955,0.9446,0.005449673790581615
87,plain18,0.5435814526663886,0.9821777777777778,0.2578991547584534,0.9458,0.004758647376699036
88,plain18,0.541355293252733,0.9837555555555556,0.24840849771499635,0.9456,0.004112268715800957
89,plain18,0.5383249898910523,0.9843555555555555,0.24989059629440308,0.9464,0.003511175705587435
90,plain18,0.5362793173472087,0.9856888888888888,0.2501426310300827,0.9472,0.0029559615522887295
91,plain18,0.535878267648485,0.9854,0.24552285920381545,0.9474,0.0024471741852423253
92,plain18,0.534429059123993,0.9862,0.24011482043266297,0.95,0.0019853157161528537
93,plain18,0.5317923860973782,0.9871111111111112,0.2366241793990135,0.9498,0.0015708419435684529
94,plain18,0.5298347608354357,0.9878444444444444,0.23898652968406678,0.9486,0.0012041619030626347
95,plain18,0.5306760676278008,0.9873111111111111,0.23910490543842317,0.9518,0.0008856374635655646
96,plain18,0.530021696556939,0.9880444444444444,0.23811039729118347,0.9526,0.0006155829702431174
97,plain18,0.5256540582021078,0.9896444444444444,0.23767539727687836,0.9508,0.00039426493427611206
98,plain18,0.527745733388265,0.9893111111111111,0.23833589916229247,0.9506,0.00022190176984600036
99,plain18,0.5283384201897515,0.9888222222222223,0.2383941908121109,0.9504,9.866357858642213e-05
100,plain18,0.5278822761853535,0.9885777777777778,0.23678564400672913,0.9516,2.4671981713420017e-05
