epoch,variant,train_loss,train_acc,val_loss,val_acc,lr
45,resnet18,0.7331107999801636,0.8984,0.4879392791748047,0.853,0.05936906572928628
46,resnet18,0.7300014578819275,0.9014444444444445,0.36586529769897463,0.9006,0.05782172325201159
47,resnet18,0.7225045218573676,0.9039555555555555,0.3766341959953308,0.8956,0.056266661678215264
48,resnet18,0.7208092339409722,0.9057777777777778,0.3769514464378357,0.894,0.05470541566592575
49,resnet18,0.7178986666255527,0.9062,0.39794983699321745,0.8848,0.053139525976465714
50,resnet18,0.7135445299572415,0.9085777777777778,0.39627475233078,0.889,0.05157053795390645
51,resnet18,0.7080552619722155,0.9113333333333333,0.40482907619476316,0.8804,0.05000000000000004
52,resnet18,0.7056942583931817,0.9119777777777778,0.5193136703491211,0.8412,0.04842946204609362
53,resnet18,0.7054734576225281,0.9123333333333333,0.39258772859573365,0.8932,0.04686047402353437
54,resnet18,0.6943669135199653,0.9178666666666667,0.41147268998622893,0.8852,0.045294584334074316
55,resnet18,0.6961466246498955,0.9151777777777778,0.3599940980434418,0.9002,0.043733338321784825
56,resnet18,0.6816091274049547,0.9229111111111111,0.4020193786859512,0.884,0.042178276747988484
57,resnet18,0.6864472442203098,0.9197111111111111,0.356927494764328,0.9036,0.0406309342707138
58,resnet18,0.6768208322842916,0.9242888888888889,0.38425936975479125,0.8962,0.039092837930172916
59,resnet18,0.6701089340633816,0.9272444444444444,0.35685171308517455,0.9036,0.037565505641757285
60,resnet18,0.6636249272240533,0.9308444444444445,0.3754330261707306,0.8978,0.03605044469803857
61,resnet18,0.6617000105539957,0.9308888888888889,0.3096542315006256,0.9186,0.034549150281252675
62,resnet18,0.6519645943111844,0.9363777777777778,0.39275315589904786,0.889,0.03306310398773546
63,resnet18,0.6527809798346625,0.9345333333333333,0.3567205961227417,0.9008,0.031593772365766146
64,resnet18,0.649354707230462,0.9370222222222222,0.33526897888183593,0.9132,0.030142605468260992
65,resnet18,0.641371038807763,0.9405111111111111,0.3500389838218689,0.9054,0.028711035421746394
66,resnet18,0.6367848727332222,0.9404666666666667,0.3175762092590332,0.9144,0.027300475013022688
67,resnet18,0.6293966209199694,0.9453111111111111,0.33036616353988646,0.9098,0.025912316294914254
68,resnet18,0.6247864687813652,0.948,0.3017662719249725,0.9252,0.02454792921248146
69,resnet18,0.619220261033376,0.9495555555555556,0.3268851716518402,0.916,0.02320866025105018
70,resnet18,0.6106923849953545,0.9532,0.35189910054206847,0.9056,0.021895831107393487
71,resnet18,0.6054567271868387,0.9555333333333333,0.3141275032043457,0.9196,0.02061073738537637
72,resnet18,0.600153084119161,0.9582666666666667,0.28016249351501465,0.931,0.01935464731735119
73,resnet18,0.6000162091149224,0.9576222222222223,0.31395421676635743,0.919,0.018128800512565532
74,resnet18,0.5934899273342557,0.9608888888888889,0.2882654811859131,0.9272,0.016934406733817433
75,resnet18,0.5875296116087172,0.9639555555555556,0.29244972710609435,0.9286,0.01577264470356558
76,resnet18,0.5825572207238939,0.9663555555555555,0.2908153844833374,0.9298,0.014644660940672643
77,resnet18,0.5738941291597155,0.9700666666666666,0.2693347872257233,0.9372,0.013551568628929448
78,resnet18,0.57108512406879,0.9710666666666666,0.2861681932449341,0.9354,0.012494446518477033
79,resnet18,0.5671341828346252,0.9734444444444444,0.27196711769104004,0.9356,0.011474337861210555
80,resnet18,0.5636100504981147,0.9743333333333334,0.2711700402259827,0.9346,0.01049224938121549
81,resnet18,0.5589561244222853,0.9761555555555556,0.25863360300064087,0.942,0.009549150281252642
82,resnet18,0.5544631497065227,0.9780666666666666,0.2541730558872223,0.9444,0.008645971286271922
83,resnet18,0.5525151077906291,0.9794,0.2614898227572441,0.942,0.007783603724899264
84,resnet18,0.5454167287614611,0.9817777777777777,0.24855569260120391,0.9484,0.006962898649802819
85,resnet18,0.5446962164666918,0.9827111111111111,0.23442107808589935,0.9504,0.0061846659978068265
86,resnet18,0.5398321494526334,0.9841777777777778,0.24340343980789184,0.9482,0.005449673790581615
87,resnet18,0.5356305154588488,0.9860666666666666,0.24372031350135803,0.9474,0.004758647376699036
88,resnet18,0.5355351062244839,0.9859555555555556,0.23281682448387145,0.9542,0.004112268715800957
89,resnet18,0.532153287908766,0.9875111111111111,0.23312170271873475,0.9526,0.003511175705587435
90,resnet18,0.5305595512602065,0.9877111111111111,0.2297875485420227,0.954,0.0029559615522887295
91,resnet18,0.5296751330375672,0.9881555555555556,0.23133671236038209,0.953,0.0024471741852423253
92,resnet18,0.529614965947469,0.9885777777777778,0.23066110582351684,0.9554,0.0019853157161528537
93,resnet18,0.5278858879407247,0.9887777777777778,0.22472784049510955,0.9542,0.0015708419435684529
94,resnet18,0.5244024612850613,0.991,0.2290904241681099,0.955,0.0012041619030626347
95,resnet18,0.5265438321961297,0.9897111111111111,0.22785322065353394,0.955,0.0008856374635655646
96,resnet18,0.5268680842717489,0.9892888888888889,0.2265942234992981,0.956,0.0006155829702431174
97,resnet18,0.5232056575775147,0.9911555555555556,0.22552451910972596,0.9564,0.00039426493427611206
98,resnet18,0.5237613741874695,0.9911111111111112,0.22635579903125763,0.9566,0.00022190176984600036
99,resnet18,0.5231208030382792,0.9911111111111112,0.2259788106441498,0.9562,9.866357858642213e-05
100,resnet18,0.5235262496630351,0.9911777777777778,0.22547433924674987,0.9568,2.4671981713420017e-05
